Acanthus,Almond,Abajo,abelia,beak,can,Abelia,abbottiae,neomexicanus,andrewsii,americana
Adder's-tongue,Cherry,abata,abobe,agoseris,beard,cueva,Abelmoschus,abitibiana,roetteri,bonnevillensis,quadrangulata,amphigena
Aloe,family,abelia,abrothallus,agrimony,bedstraw,cushion,Abies,acadiensis,cellulosa,medium,andina
Amaranth,Fern,Abert's,absconditella,airplant,belfry,gallina,Abietinella,acutiflora,sukaczewii,angustifolia
Araucaria,Gooseberry,abietenella,absonditella,albizzia,Bethlehem,hyssop,Abildgaardia,aequalis,aberrans,anserinum
Arum,Hat,abietinella,abutilon,alsinidendron,bindweed,lily,Abroma,aestivaliformis,abietinum,arcticus
Aster,Mangrove,aboriginal,acalypha,alsophila,brodiaea,mallow,Abronia,ajoensis,ablata,arcuifolia
Azolla,Mistletoe,Abrams',acanthus,amole,buckwheat,mariposa,Abrothallus,alaskanum,abortiva,arenaria
Balanophora,moss,abrothallus,acaulon,and,bush,Mary,Abrus,alata,abramsii,argentea
Banana,o'clock,abruptbeak,ackee,andreaeobryum,cabbage,mistletoe,Absconditella,algonquinensis,abrotanifolia,aspera
Barbados,Pipe,abrus,aconite,anemone,cactus,monkeyflower,Abutilon,alnea,absinthifolia,beeringianum
Barberry,Primrose,absconditella,acriopsis,angel,centaury,moss,Acacia,alpestris,absus,bernardina
Basella,Rush,absinthium,acroporium,angelica,cholla,orchid,Acaciella,alternifolium,abyssinicus,berryi
Bayberry,Tassel,Abyssinia,adenosma,apple,clover,paintbrush,Acaena,ambigua,acadiensis,bifida
Beech,Yew,Abyssinian,aenium,arnica,columbine,primrose,Acalypha,ananassa,acanthocarpa,bigelovii
Begonia,acacia,aeonium,arrowroot,comb,ramon,Acamptopappus,andrewsii,acaulis,borealis
Bellflower,Acadia,aerva,arum,Cruz,rue,Acanthocereus,anomala,accidens,callianthemus
Birch,acaena,African,aster,cryptantha,sierra,Acanthomintha,antipolitensis,achillaeoides,caput-medusae
Birthwort,acanthus,African-queen,ayenia,cueva,valley,Acanthospermum,aptera,achilleifolia,ceruminosa
Bittersweet,Acapulco,after,balm,de,weed,Acanthus,arctophila,acicularis,chamissonis
Borage,acaulon,afzelia,balsam,dodder,Acarospora,arcuatus,acrispum,dawsonii
,Jurupa,gireoudiana,
,justiceweed,githago,
,jute,gittinsii,
,kabocha,glabella,
,kachina,glabellum,
,kadjatoa,glabellus,
,Kaempfer's,glaber,
,Kaffir-lily,glaberrimum,
,Kahana,glabra,
,kahika,glabrata,
,Kahili,glabratum,
,Kaibab,glabratus,
,Kaiholena,glabrescens,
,Kaiparowits,glabriflorum,
,Kalalau,glabriflorus,
,kalamalo,glabriuscula,
,Kalealaha,glabrum,
,kalia,glaciale,
,kamanomano,glacialis,
,Kamchatka,gladiata,
,kameduangel,gladiiformis,
,Kamo'oloa,glandulicarpa,
,Kamtschatca,glandulifera,
,kanawao,glanduliferum,
,Kanehira's,glandulosa,
,Kanewsk's,glandulosum,
,kangaroo,glandulosus,
,Kansas,glareosa,
,kapoktree,glareosum,
,karaka,glauca,
,karanda,glaucellum,
,karri,glaucescens,
,karroothorn,glauciflora,
,karuspeagatt,glaucocarpa,
,Kashmir,glaucodea,
,Kass',glaucomaria,
,Kathul,glaucomarioides,
,katsura,glauconigrans,
,kau,glaucophylla,
,Kauai,glaucophyllus,
,Kauaikinana,glaucopsis,
,kauila,glaucovalvula,
,Kaulfuss',glaucum,
,kauna'oa,glaucus,
,kauri,glaux,
,Kaweah,glebosa,
,kawelu,glebulentum,
,Kay's,glechomifolium,
,Keaau,glehnii,
,Kealia,globiceps,
,Kearney's,globifera,
,keeled,globoidea,
,kei,globosa,
,Keil's,globosum,
,kelelamengerenger,globosus,
,Kellogg's,globularia,
,Kelsey's,globulifera,
,Kelvin,globulosa,
,Kenai,globulus,
,Kenilworth,glochidiatum,
,Kennedy's,glochidiiformis,
,Kentucky,glomerata,
,Kenyan,glomeratum,
,Kern,glomeratus,
,Kern's,glomeriflora,
,Kerr's,glomerulans,
,Kerry's,glomeruliflora,
,Kersting's,gloriae,
,Ketona,gloriosus,
,keuert,glumaceus,
,Key,glutinosa,
,keyflower,glutinosum,
,keystone,glycyphylloides,
,khakiweed,glycyphyllos,
,khat,glyptosperma,
,Kiaerskov's,gmelinii,
,kidneyleaf,gnaphalodes,
,kidneyshape,gnoma,
,kidneyvetch,godeffroyi,
,kidneywood,godfreyanum,
,kihifern,godfreyi,
,Kilauea,goebelii,
,kilaw,goensis,
,kilioe,goetzei,
,killer,goldieana,
,Kindberg's,golondrina,
,king,gomphocephala,
,King's,gongylocarpa,
,kingcup,goniantha,
,Kingman's,goniocalyx,
,Kings,gonzalezii,
,Kingston,gooddingii,
,Kingston's,goodrichii,
,kinnikinnick,gordonii,
,kisses,goreensis,
,kittentail,gorgonum,
,kittitas,gormanii,
,kiwi,gorodkovianum,
,Klamath,gossypina,
,Kleberg's,gossypinum,
,Klickitat,gothica,
,Klinggraeff's,gouldii,
,Klotzsch's,gracile,
,Knapp,gracilens,
,knapweed,gracilenta,
,kneeling,gracilentum,
,Kneiff's,gracilescens,
,Knieskern's,graciliflora,
,knife,gracilifolia,
,knifeleaf,graciliformis,
,Knight's,gracilior,
,knight's-spur,gracilipes,
,knob,gracilis,
,knobcone,gracillima,
,knobthorn,gracillimum,
,knockaway,gracillimus,
,knotsheath,graecizans,
,knotted,grahamiana,
,knotweed,grahamii,
,Knowlton's,graminea,
,Knudsen's,gramineum,
,ko'oloa,gramineus,
,koa,graminicola,
,koaoha,graminicolor,
,Koch's,graminifolia,
,Kodiak,granadensis,
,Koehler's,granatina,
,Kohala,grande,
,kohlrabi,grandidentatum,
,koholapehu,grandiflora,
,koi,grandiflorum,
,koko,grandiflorus,
,kokolau,grandifolia,
,kokomalei,grandifolium,
,kolekole,grandifrons,
,Koloa,grandis,
,Konocti,granitophilus,
,Koolau,granosa,
,Korean,grantii,
,koshum,granulans,
,kou,granularis,
,kousa,granuliformis,
,Kraemer's,granulosa,
,Kral's,granulosum,
,Krause's,gratianopolitanus,
,Kremmling,gratissima,
,Krug's,graveolens,
,ksid,gravida,
,kuawawaenohu,grayana,
,kumquat,grayanum,
,Kunth's,grayi,
,kwahu,grayoides,
,kybean,gredinii,
,L'herminier's,greenei,
,La,gregarium,
,Labrador,greggiana,
,lace,greggii,
,lacefern,gregsoniana,
,laceleaf,grevilleana,
,Lackschewitz's,griffinii,
,lacy,griffithiana,
,ladder,griffithii,
,ladies'-tresses,griffithsii,
,lady,grimesiana,
,lady's,grimmiae,
,lady's-mantle,grimsulana,
,ladyfern,grisea,
,ladyfinger,grisebachianum,
,Lagos,grisebachii,
,lagrimas,griseovirens,
,Laguna,griseum,
,Lahontan,griseus,
,Lake,groenlandica,
,lakeshore,groenlandicum,
,lama,gronovii,
,Lamarck's,grossa,
,lamb,grossum,
,lambsquarters,grossus,
,lamilla,groutiana,
,Lanai,gruinum,
,Lanaihale,gryllus,
,lanate,gryposepala,
,lance,guadalupensis,
,lanceleaf,guamensis,
,lancepod,guanaiensis,
,Lane,guatemalense,
,Lange's,guatemalensis,
,Langlois',guepinii,
,Langsdorf's,guianense,
,lapalapa,guianensis,
,Lapland,guineense,
,Laramie,guineensis,
,larch,gummifer,
,Laredo,gummifera,
,large,gummosa,
,largebract,gundlachii,
,largecalyx,gunnii,
,largeflower,gunnisoniana,
,largeflowered,gunnisonii,
,largefruit,guttatum,
,largehead,gyalectoides,
,largeleaf,gymnocephalus,
,largeseed,gymnorhiza,
,largespike,gymnospermoides,
,larkdaisy,gymnotis,
,larkspur,gynandra,
,larkspurleaf,gynocrates,
,Las,gynodynama,
,lateflowering,gypsaceus,
,lateral,gypsicola,
,lathberry,gypsodes,
,Latin,gypsophila,
,Laupahoehoe,gypsophiloides,
,laurel,gypsophilum,
,laurel-leaf,gyrans,
,Laurent's,gyrodes,
,Laurer's,gyroides,
,lava,haalilioanus,
,lavafield,habenata,
,lavaslope,habessinica,
,lavender,haeleeleana,
,lavenderleaf,haemantha,
,Lavin's,haemastoma,
,lawndaisy,haematocarpa,
,lawngrass,haematocephala,
,laxflower,haematochila,
,Laxmann's,haematochiton,
,Le,haematomma,
,leachlobe,hagenbeckii,
,leadplant,hagenii,
,Leadville,hahliana,
,leadwood,haidensis,
,leaf,hakeoides,
,leafcover,halawensis,
,leafless,haldanianum,
,leafstem,haleakalense,
,leafy,halemanui,
,leafystem,halicacabum,
,lean,halimifolia,
,leastdaisy,halimus,
,leather,halleanum,
,leatherfern,halleri,
,leatherleaf,halleriana,
,leatherweed,halliana,
,leatherwood,hallianus,
,leathery,hallii,
,Leavenworth's,halonia,
,lecanora,halophila,
,leche,hamamelidis,
,lechecillo,hamatacanthus,
,lechuguilla,hamatiflora,
,Leconte,hamiltonianus,
,Leconte's,hamiltonii,
,Leding's,hamosus,
,leechbush,hampeana,
,leechleaf,hampeanus,
,Lehmann,hamulus,
,Lehmann's,hanaense,
,Leiberg's,hanburyi,
,Leichardt-bean,hansenii,
,Leichhardt's,haploclada,
,Lemhi,harbisonii,
,Lemington,hardhamiae,
,Lemmon's,hardyi,
,lemon,harfordii,
,lemon-flower,harlandii,
,lemonscented,harperi,
,lengua,harringtonia,
,lens,harrisii,
,lenspod,harrisoniana,
,leoncita,harrisonii,
,Lescur's,harrovianus,
,Lesica's,harrysmithii,
,Lesley's,hartwegii,
,lesser,harveyana,
,Lesson's,harwoodii,
,Letterman's,hashimotoi,
,Lewis,haspan,
,Lewis',hassei,
,liana,hassleri,
,Liberian,hassleriana,
,licorice,hastata,
,Liddon,hastatula,
,light,hastatum,
,lignumvitae,hatcheri,
,Ligurian,hattoriana,
,lija,hatusimanum,
,lilac,haussknechtii,
,lilacbush,havanensis,
,lilies-of-the-field,havardiana,
,liliwai,havardii,
,lillydale,hawaiensis,
,lily,hawaiiensis,
,lilyleaf,haworthii,
,lilypad,haydeniana,
,lilythorn,haydenii,
,Limahuli,haynesii,
,limber,hearstiorum,
,lime,hebecarpa,
,limestone,hebeclada,
,limoncillo,hebephyllus,
,limp,hederacea,
,Lindheimer,hederifolium,
,Lindheimer's,heeri,
,Lindig's,heermannii,
,Lindley's,heimii,
,Lindsey's,heinemannii,
,linearleaf,heinrichii,
,lined,helenae,
,lineleaf,helenioides,
,lineseed,heleonastes,
,linguam,helichrysoides,
,Link's,helicospora,
,lion's,heliographis,
,lipfern,helioscopia,
,lipsticktree,heliotropioides,
,little,helleborine,
,Little's,helleranum,
,littleawn,helleri,
,littleflower,helleriana,
,littlehip,helmsii,
,littleleaf,helvina,
,littlepod,helvola,
,littlesnout,hematos,
,littletooth,hemiphloia,
,Livermore,hemipterum,
,livid,hemisphaerica,
,livingrock,hemispherica,
,Livingstone's,hemiteles,
,livingvase,hendersonii,
,llerenes,henryanus,
,Lloyd's,henryi,
,llume,hepatica,
,lluvia,heppii,
,Loa,heppioides,
,Lobb's,heptaphylla,
,lobe-leaf,heracleifolia,
,lobed,heracleoides,
,lobed-leaf,herba-alba,
,Loch,herbacea,
,locoto,herbaceum,
,locust,herbaceus,
,locustberry,herbarum,
,log,herbidella,
,Loher's,herbstii,
,Lompoc,herbstobatae,
,Lone,hereroense,
,lonely,hermaphrodita,
,lonestar,hermaphroditica,
,Long,hermaphroditus,
,long-flower,herminieri,
,long-foot,herniarifolia,
,long-hair,herpocladus,
,long-pod-cassia,hersheyi,
,long-stolon,hervieri,
,long-tubercle,hesperium,
,Long's,hessii,
,longan,hesteri,
,longawn,heteracanthum,
,longbeak,heterandra,
,longbeard,heterantha,
,longbract,heterocarpon,
,longcapsule,heterocarpus,
,longclaw,heterochroa,
,longflower,heterochroma,
,longflowered,heterochroum,
,longhair,heterodoxa,
,longhood,heteromalla,
,longhorn,heteromallum,
,longleaf,heteromera,
,longneck,heteroneura,
,longspike,heterophylla,
,longspur,heterophyllum,
,longstalk,heterophyllus,
,longstem,heteroplaca,
,longstock,heterosperma,
,longstyle,heterostachya,
,longtail,heterostichum,
,loose,heterostyla,
,looseflower,heterozygum,
,loosehead,heufleriana,
,lopleaf,hexagona,
,lopsided,hexagonus,
,loquat,hexandra,
,Lorent's,hexapetala,
,Lorenz's,hexapetalus,
,Lori's,hians,
,loroco,hickmanii,
,los,hieraciifolia,
,Lost,hieraciifolium,
,Lott's,hieraciifolius,
,lotus,hilariana,
,Louise's,hilaris,
,Louisiana,hildebrandtii,
,loulu,hildmannianus,
,lovegrass,hilendiae,
,loving,hilgardii,
,low,hillebrandiana,
,lowland,hillebrandianum,
,Lozano's,hillebrandii,
,lucky,hillii,
,Lucy,hillmanii,
,Lumholtz's,himalaicus,
,Luquillo,hinckleyi,
,Luzon,hindsii,
,Lyall's,hippocastanum,
,Lydgate's,hircinum,
,Lyngbye's,hirshbergiae,
,Lynn,hirstii,
,Lyon's,hirsuta,
,lyrate,hirsutella,
,lyre,hirsutissima,
,lyreleaf,hirsutum,
,ma,hirsutus,
,mabolo,hirta,
,macata,hirtella,
,MacBride,hirtellum,
,MacCart's,hirtellus,
,MacDonald,hirtiflorum,
,MacDougal's,hirtiflorus,
,machete,hirtifolia,
,Mackenzie,hirtissima,
,Mackenzie's,hirtum,
,Macmillan's,hirtus,
,Macoun's,hispanica,
,MaCrae's,hispida,
,Mad,hispidissima,
,Madagascar,hispidula,
,madam,hispidulum,
,Madeira,hispidulus,
,Madiera,hispidum,
,madieravine,hispidus,
,madrone,hissaricus,
,madwoman's,histrix,
,madwort,hitchcockiana,
,Magennis',hitchcockii,
,maguey,hobdyana,
,Maguire's,hobdyi,
,mahogany,hoffmanii,
,maiden,hoffmannii,
,maidenberry,holacantha,
,maidencane,holboellii,
,maidenhair,holciformis,
,maidenplum,holdridgei,
,Maile,holmesiana,
,Makaha,holmgrenii,
,makole,holmgreniorum,
,mala,holmii,
,malanga,holocarpa,
,Malayan,hololeuca,
,Malaysian,holopetala,
,male,holophyllus,
,Malheur,holoptera,
,Malibu,holosericea,
,mallee,holostoma,
,Mallory's,holzingeri,
,mallow,homalantha,
,Malme's,homalophyllus,
,Maltese,homeanum,
,maluco,homolepis,
,mamoncillo,homosekikaica,
,manac,honolulensis,
,manaca,hoodianus,
,manatee,hoodii,
,manchineel,hookeri,
,Manchurian,hookeriana,
,Mancos,hookerianum,
,Mandan,hooveri,
,Mandarin,hopwoodii,
,manduro,hordeaceus,
,manfern,hordeistichos,
,mango,horizontalis,
,mangosteen,horizonthalonius,
,mangrove,hormathodes,
,Manhart's,hornemannii,
,Manila,hornii,
,Mann's,horrida,
,manna,horridula,
,mannagrass,horridulum,
,Mansfield,horridum,
,manycolor,hortensis,
,manyflower,hosokawae,
,manyfruit,hostheleoides,
,manyhead,hostiana,
,manyleaf,houghtoniana,
,manyrib,houghtonii,
,manyseed,houstonianum,
,manyspike,houstonii,
,manystamen,howardii,
,manystem,howei,
,manzanilla,howelliana,
,manzanita,howellianum,
,mapele,howellii,
,maple,howittii,
,mapleleaf,huberi,
,Mapulehu,hubrichtii,
,maquei,hudsoniana,
,maraca,hulseanum,
,maracaibo,hultenii,
,marang,humboldtiana,
,Marble,humboldtii,
,marbled,humeana,
,marbletree,humifusa,
,marcescent,humifusum,
,Margarett's,humile,
,marginal,humilis,
,marguerite,humillimus,
,maricao,humistrata,
,Maricopa,humistratus,
,Maries',huntii,
,Marietta,hupehensis,
,marigold,hutchinsifolia,
,marijuana,hutchinsoniae,
,Mariposa,hyalina,
,maritime,hyalinolepis,
,marked,hyalinum,
,Marks',hyalinus,
,marlberry,hybrida,
,maroon,hybridus,
,maroonspot,hydrophilum,
,Marrat's,hydropiper,
,marsh,hyemale,
,Marsh's,hyemalis,
,marshland,hyetophila,
,marshmallow,hygrometrica,
,marshmeadow,hylophilum,
,Martin's,hylotapetum,
,Martinique,hymenelytra,
,Martorell's,hymenodes,
,marumleaf,hymenoides,
,Maryland,hymenophylloides,
,Marysvale,hymenophyllum,
,Mason's,hyoscyamoides,
,masterwort,hypecoides,
,mat,hyperborea,
,mata,hyperboreus,
,Matamoros,hyperelloides,
,matasano,hypericifolia,
,Mathias',hypnoides,
,Mathis',hypobela,
,mato,hypocenomycis,
,matojillo,hypochlorus,
,matricary,hypochondriacus,
,Matson's,hypocrita,
,matted,hypogaea,
,Matthews',hypogymniicola,
,matting,hypoleuca,
,Maui,hypoleucum,
,Maule's,hypoleucus,
,Mauna,hypopitys,
,maunaloa,hypotrichium,
,Mauritanian,hypoxantha,
,Mauritian,hypoxylus,
,Mauritius,hyssopifolia,
,mauve,hyssopifolium,
,Maximowicz's,hyssopifolius,
,Maxon's,hystericina,
,may,hystricina,
,Mcdougall's,hystricinus,
,McEldowney's,hystrix,
,McKelvey's,ibaguense,
,Mcvicker's,ibapensis,
,Mead's,iberica,
,meadow,ibericum,
,mealy,iburua,
,Mecca,icaco,
,medicineplant,icosagonus,
,medio,ida-maia,
,Mediterranean,idaeum,
,mehamehame,idahoa,
,Meiwa,idahoensis,
,melancholy,ideae,
,melegueta,ignave,
,melic,ignavus,
,melkii,ignea,
,melkiirachelebacheb,igniarii,
,melon,ignota,
,melonleaf,iguanaea,
,Memphisgrass,ilicifolia,
,Menand's,ilicifolium,
,Mendez's,ilicina,
,Mendocino,illecebra,
,menteng,illinoense,
,Mentor,illinoensis,
,Menzies',illinoinensis,
,Merced,illota,
,mercury,illudens,
,merrit,illustris,
,Mertens',imberbe,
,mesecheues,imberbis,
,mesekui,imbricaria,
,messmate,imbricata,
,metallic,imbricatum,
,Metcalfe's,imbricatus,
,Mex's,immaculata,
,Mexicali,immersa,
,Mexican,impallens,
,Mexican-blue,impar,
,Mexican-hat-plant,impatiens,
,Meyen's,imperati,
,Michaux's,imperialis,
,Michel's,implexa,
,Michigan,implexum,
,Micronesian,implicatum,
,Middleton,impolita,
,midland,impressa,
,midsorus,impressinervia,
,Mildred's,impressula,
,milfoil,impressus,
,milkbark,imshaugiana,
,milkberry,imshaugii,
,milkflower,inaequalifolium,
,milkmaids,inaequalis,
,milkpea,inaguensis,
,milkvetch,inanis,
,milkweed,incana,
,milkwort,incanum,
,milky,incanus,
,Mill,incarnata,
,Millboro,incerta,
,millet,incisa,
,Milo,incisum,
,Milo's,inclinatum,
,mimicking,inconspecta,
,miner's,inconspicua,
,Mineral,inconspicuum,
,Mingan,incrassata,
,miniature,incrassatolimbatum,
,mink,increscens,
,Minnesota,incurva,
,Minthorn's,incurvans,
,minute,incurviformis,
,Miquel's,indecora,
,Mirador,indecorus,
,mirrorplant,indica,
,Miss,indicens,
,Mississippi,indicum,
,Missouri,indicus,
,Mitchell's,indivisa,
,mixed,inerme,
,Moab,inermis,
,moccasin,infectans,
,mock,infectum,
,mockernut,infesta,
,moco,infirma,
,modest,infirminervia,
,Modoc,inflata,
,Moenkopi,inflatum,
,Mogollon,inflatus,
,Mohr's,inflexus,
,Mojave,infundibuliformis,
,Mokiak,innocua,
,Moldavian,innominata,
,moleplant,inophyllum,
,mollusc,inopinata,
,Moloka'i,inopinum,
,Molokai,inops,
,molybdenum,inornatum,
,Momi,inornatus,
,Mona,inoxia,
,monarch,inquilina,
,money,inquinans,
,moneybush,insculpta,
,moneywort,insidiosa,
,Mongolian,insigne,
,monkey,insignis,
,monkeybush,insiticium,
,monkeyflower,insolita,
,monkeypuzzle,instrata,
,monkeysoap,insulana,
,monkshood,insulare,
,monkshoodvine,insularis,
,Monnier's,insularum,
,Mono,insulicola,
,Montana,integer,
,montane,integerrima,
,Montara,integerrimus,
,montbretia,integra,
,Monte,integrifolia,
,Monterey,integrifolium,
,Montgomery,integristipula,
,Monti's,intercedens,
,Montpelier,intercincta,
,Monument,interfixa,
,Moore's,interior,
,Moraccan,interjecta,
,moradia,intermedia,
,Moran's,intermedius,
,Moreton,interplexum,
,Mormon,interposita,
,morning-glory,interpositum,
,Morocco,interrupta,
,morrito,interruptus,
,Morro,interspersa,
,Morton's,interstincta,
,Mosquin's,intertexta,
,mosquito,intertextus,
,mosquitofern,interveniens,
,mosquitograss,intestiniforme,
,moss,intexta,
,mossgrass,intortum,
,mottlecah,intrafractum,
,mottled,intramarginale,
,Mougeot's,intricata,
,Moulins',intricatulum,
,mound,intricatus,
,moundscale,introflexus,
,mountain,intrusa,
,mountain-ash,intumescens,
,mountain-avens,intybus,
,mountainbay,inundata,
,mountainmist,invenusta,
,mountainside,invenustus,
,mourning,inversa,
,mourning-cypress,inversus,
,mouse,invicta,
,mouse-ear,involucrata,
,mouse's,involucratus,
,mouseear,involvens,
,inyoensis,
,mucilage,iodanthus,
,mud,iodiscaea,
,mudbabies,iodopetalus,
,Mudmats,ioessa,
,Muehlenbeck's,iowense,
,Muehlenberg's,ipecacuanha,
,Mueller's,ipecacuanhae,
,Muhlenberg,iracunda,
,Muhlenberg's,iranica,
,Muhlick's,iresinoides,
,Muir's,iria,
,Mule,iridiflora,
,mule-ears,irioides,
,mule-fat,irrasa,
,Mulford's,irregularis,
,mulga,irrorata,
,mullein,irrubescens,
,munchkin,isachnoides,
,Muncy,ischaemum,
,muneco,iselyi,
,munnik,isidiifera,
,Munro's,isidiza,
,Munz's,islandica,
,Murdock's,isochila,
,Murphey's,isomeris,
,Murray's,istria,
,musk,italicum,
,Muskingum,italicus,
,muskroot,iteaphylla,
,musky,ithyphylla,
,Mussentuchit,ivifolia,
,mustard,ixiophylla,
,Mutis',jacea,
,myall,jackii,
,Myrin's,jacobi,
,myrrh,jaegeri,
,myrtle,jaegeriana,
,myrtlecroton,jaegerianus,
,Na,jamaicense,
,na'ena'e,jamaicensis,
,Nadvornik's,jambhiri,
,naked,jamesii,
,nakedflower,jamesonii,
,nakedstem,jangomas,
,nakedwood,japonica,
,nalta,japonicum,
,Nantucket,japonicus,
,Napa,jasminoides,
,Napali,javanica,
,napkinring,javanicus,
,Napoleon's,jeffreyi,
,narcissus,jejuna,
,narrow,jejunus,
,narrow-leaf,jemtlandica,
,narrow-leaf-box,jenmanii,
,narrow-leaved,jenneri,
,narrow-wing,jepsonii,
,narrowfruit,jessoensis,
,narrowleaf,jesupii,
,narrowpod,jibberdingensis,
,narrowstem,joaquinana,
,Nash's,joga,
,Nashville,johannis-howellii,
,Natal,johansenii,
,Nathorist's,johnsonii,
,native,johnstonii,
,Naturita,jolonensis,
,Naudin's,jonesiae,
,Navajo,jonesiana,
,Navasota,jonesii,
,Neal's,joorii,
,nealie,jordanii,
,Nealley's,josei,
,nearlyblack,jubata,
,Nebraska,jucunda,
,necklace,juglandifolium,
,Needle,jugorum,
,needle-bark,julacea,
,Needle's,julianae,
,needlebush,julibrissin,
,needlegrass,juncea,
,needleleaf,junceum,
,needleroot,junceus,
,needletip,juncoides,
,neem,jungens,
,neglected,jungermanniae,
,Nellie,juniperorum,
,Nelson's,jurana,
,Neobrackenridge's,juratzkana,
,neon,jurionianum,
,Neon's,jussiaeana,
,Nepal,juvenilis,
,nerveless,jwarancusa,
,neststraw,kaalaana,
,netbush,kachinensis,
,netleaf,kaempferi,
,netted,kahiliensis,
,nettle-leaf,kaibabensis,
,nettleleaf,kakeana,
,netvein,kaki,
,Nevada,kalbreyeri,
,Nevin's,kalihii,
,Nevius',kalkora,
,New,kalmii,
,Newberry's,kamchatica,
,Newfoundland,kamczatica,
,Newton's,kamooloaensis,
,Nez,kamtschatica,
,ngai,kamtschaticum,
,ngiwoden,kanehirae,
,Nichol's,kanewskii,
,Nicholson's,kansanum,
,Nickels',kansuensis,
,nicker,karatavicus,
,Niger,karelica,
,night,karelicum,
,nightblooming,karroo,
,nightcaps,kartzoffiana,
,nigua,karvinskianus,
,Niihau,kashmiriana,
,Nikko,kassii,
,Nile,kauaiense,
,Nilgiri,kauaiensis,
,nineanther,kauense,
,nineawn,kauensis,
,nioi,kaulantha,
,nipple,kaulfussii,
,Nissenan,kavaiensis,
,nit,kayi,
,nitbearing,kazinoki,
,Niu,kealiae,
,Nixon's,kearneyana,
,noble,kelloggii,
,nodding,kelseyana,
,nodeless,kennedyi,
,nodule,kentrophyta,
,nohoanu,kentuckiense,
,Nootka,kentukea,
,Norfolk,kenwoodii,
,North,kernensis,
,northeastern,kerrii,
,northern,kerryana,
,northern-rockcress,kerstingianum,
,northland,kiaerskovii,
,Northwest,kiautschovicus,
,northwestern,kindbergii,
,Norway,kingii,
,Norwegia,kingmanii,
,Norwegian,kingsmillii,
,notable,kingstonensis,
,Notaris',kinkiensis,
,Nottoway,kitaibeliana,
,nude,kitsoniana,
,nutgrass,klamathense,
,nutmeg,klamathensis,
,Nuttall's,klebergorum,
,Nutzotin,kleiniae,
,Nye,klinggraeffii,
,nylon,klotzschii,
,O'ahu,knappiana,
,O'kennon's,knieskerniana,
,Oahu,knightii,
,Oakes',knowltonii,
,Oakland,knudsenii,
,oakleaf,koa,
,oakwoods,koaia,
,oat,kobomugi,
,oatgrass,kochiana,
,Obispo,kochii,
,oblique,koehleri,
,obliqueleaf,koelerioides,
,obliqueseeded,koernickianum,
,oblong,kohalae,
,oblong-leaf,kola,
,oblongfruit,kolaensis,
,oblongleaf,kolekoleensis,
,obovate,kondininensis,
,obscure,konjac,
,obtuse,koolauense,
,obtuseleaf,koolauensis,
,occult,koreana,
,oceanblue,korshinskii,
,ochaol,kotschyana,
,ocotillo,kotschyi,
,Oersted's,kousa,
,ogiera,kraemeri,
,Ogilvie,kraliana,
,Ogura's,krausei,
,oha,kronokensis,
,Ohio,krugii,
,Ohlone,kruseana,
,oil,krushiana,
,oilshale,ksid,
,Ojai,kuhihewa,
,Ojo,kunthiana,
,Okanagan,kunthii,
,Okanoga,kunzeana,
,Okeechobee,kunzei,
,okie,kusaianum,
,Oklahoma,kuschei,
,okra,kuusamoensis,
,Olancha,kuwaleana,
,olapa,kybeanensis,
,olapalapa,kymatocarpa,
,old,labiata,
,oldfield,labradorica,
,oldmaid,labradoricum,
,oldwoman,labriformis,
,oleaster,laburnifolia,
,olebtaches,laburnoides,
,olena,lacera,
,olive,laceratula,
,Olney's,lacerum,
,Olympic,lachenalii,
,omail,lachneum,
,one,lachnogynum,
,one-nerved,lachnophora,
,oneawn,lachnostachys,
,oneflower,laciniata,
,onehead,laciniatum,
,oneleaf,laciniatus,
,onescale,laciniosa,
,oneseed,lacinulata,
,onesided,lackschewitzii,
,onespike,lacrimata,
,onestem,lacryma-jobi,
,onetooth,lactea,
,onion,lacteoidea,
,onionweed,lacteus,
,Ontario,lactiflora,
,Onyx,lactiflorum,
,onyxflower,lacuna-vernalis,
,ookow,lacunosum,
,open-fruit,lacustris,
,openfield,ladanifer,
,openflower,ladanum,
,openground,laeta,
,Ophir,laetefusca,
,oppositeleaf,laetum,
,orange,laevata,
,orange-ball-tree,laeve,
,orange-flower,laeviconica,
,orchardgrass,laeviculmis,
,orchid,laevigata,
,Orcutt's,laevigatula,
,oreganillo,laevigatum,
,Oregon,laevigatus,
,Organ,laevipes,
,Oriental,laevis,
,Orinoco,laevisphaera,
,ornate,laevivaginata,
,Orono,laevopinea,
,orredakl,lagopoides,
,ortegon,lagopus,
,Osage,laguroides,
,Osgood,lamarckiana,
,osmund,lamarckii,
,Oso,lambertii,
,Osterhout's,lamellata,
,Otay,lamellatus,
,Ouachita,lamii,
,oval,lampa,
,oval-leaf,lanaiensis,
,ovate,lanata,
,ovateleaf,lanatipes,
,Over's,lanatum,
,Owan's,lanatus,
,owl's,lancastriensis,
,owlfruit,lanceolata,
,Ownbey's,lanceolatum,
,Owyhee,lanceolatus,
,ox,lancifolia,
,ox-eye,lancifolium,
,Oxford,lanestris,
,Ozark,langleyi,
,pacara,langloisii,
,pacaya,langsdorffii,
,Pacific,laniceps,
,Packard's,lanosa,
,Padang,lanosum,
,Paddo,lansdowneana,
